Ticari İsim,Etken Madde,Formulasyon,Kategori ID
DE CAPITAN (İMAL),200 g/l Glufosinate-ammonium tuzu,SL (Suda Çözünen Konsantre),6
ASTANA (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
CLASH 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CAPE (İTHAL),%50 Propyzamide,WP (Islanabilir Toz),6
FLUXİA (İMAL),100 g/l Penconazole,EC (Emülsiye Olabilen Konsantre),6
FORCING (İMAL),%30 Foramsulfuron + %1 Iodosulfuron methyl-sodium + %30 Isoxadifen-ethyl (safener),WG (Suda Dağılabilen Granül),6
BROTHER 45 EC (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
KAPAR AMS-TML (İMAL),2 g Trimedlure/dispenser + Delta tipi tuzak,--- (-),6
RİMİNİ XL (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
ARIAS (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
KIMROT (İMAL),250 g/l Glyphosate asite eşdeğer Glyphosate Isopropylamin Tuzu + 40 g/l Diflufenican,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACCARO (İMAL),100 g/l Pyriproxyfen,"EW (Emülsiyon, Suda Yağ)",6
TEPRAUND 400 SC (İMAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KAPAR RPW (İMAL),700 mg (630 mg 4-methyl-5-nonanol) + (70 mg 4-methyl-5-nonanone)/dispenser + İskandinav tipi üç hunili tuzak + Kova tipi tuzak,--- (-),6
CORİANA (İMAL),480 g/l Ethephon,SL (Suda Çözünen Konsantre),6
BİOHERB 200 EC (İMAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
ABG MEK 1.8 EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
NISSOMITE (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
WANTOS SC (İTHAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SUNABERON 75 WG (İTHAL),%75 Tribenuron-methyl,WG (Suda Dağılabilen Granül),6
PUTİN (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BONİTA (İMAL),50 g/l Quizalofop-p-ethyl,EC (Emülsiye Olabilen Konsantre),6
EMSORRİN (İTHAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
FARMOL 500 EC (İTHAL),500 g/l Imazalil,EC (Emülsiye Olabilen Konsantre),6
PHILABUSTER 400 SC (İTHAL),200 g/l Imazalil + 200 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BEST CAPTAN ® 500 (İMAL),500 g/l Captan,FL (Akıcı Konsantre/Süspansiyon Konsantre),6
MOONDRYKE OD (İMAL),"25,2 g/l Penoxsulam",OD (Yağda Dağılabilen),6
SARON SL (İMAL),"344 g/l 2,4-D asite eşdeğer dimethyl amonyum tuzu + 120 g/l Dicamba",SL (Suda Çözünen Konsantre),6
LIMITLESS (İMAL),"%3 Mesosulfuron-methyl + %0,6 Iodosulfuron-methyl sodium + %9 Mefenpeyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
PUTİNOS (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
MAPA (İMAL),%20 Acetamiprid,SP (Suda Çözünen Toz),6
HEROK-E 400 SC (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ANBİMEX (İMAL),"85 g/l Pyraclostrobin + 62,5 g/l Epoxiconazole",SE (Suspo-Emülsiyon),6
ALTİVAX (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
DİVERİA (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
AHSARDOP 330 EC (İTHAL),330 g/l Pendimethalin,EC (Emülsiye Olabilen Konsantre),6
ZİFARM 76 WG (İMAL),%76 Ziram,WG (Suda Dağılabilen Granül),6
CASTA (İTHAL),200 g/l Glufosinate-ammonium tuzu,SL (Suda Çözünen Konsantre),6
STRIDER (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
POTENSY® 200 EC (İMAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
MENTA ANJELİK (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ABG ROND® 48 SL (İMAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
TARHUNE® 40 SL (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
TAVLON® (İMAL),%70 Metribuzin,WP (Islanabilir Toz),6
CODLET® (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
AGROPURE 400 SC (İTHAL),400 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CABBAR 45 EC (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
DOMINUS (İTHAL),963 g/l Allyl Isothiocyanate,EC (Emülsiye Olabilen Konsantre),6
BESTOPİK®240 EC (İMAL),240 g/l Clodinafop-propargyl + 60 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
SUNHALOP 200 EC (İTHAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
CASTELON (İMAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
AGROBETA 500 SC (İTHAL),500 g/l Thiabendazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
UDİMO® 75 WG (İTHAL),%75 Tribenuron-methyl,WG (Suda Dağılabilen Granül),6
CONDUCT 45 EC (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
ASTRANUR SL (İMAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
EMADRİS (İTHAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NANDO 500 SC (İTHAL),500 g/l Fluazinam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SENTİNO (İMAL),267 g/l Prochloraz + 133 g/l Tebuconazole,"EW (Emülsiyon, Suda Yağ)",6
GENAGRO BORDO 20 WP (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
PAGOS 10 G (İMAL),%10 Fosthiazate,GR (Granül),6
SANCLEZ (İTHAL),240 g/l Clethodim,EC (Emülsiye Olabilen Konsantre),6
FUMIGAS % 57 TB (İTHAL),%57 Aluminium phosphide,TB (Tablet),6
FUMIGAS % 57 DP (İTHAL),%57 Aluminium phosphide,DP (Toz),6
ALLOWİN (İTHAL),%4 Metaldehyde,GB (Granül Yem),6
EMPİNA 75 DF (İTHAL),%75 Tribenuron-methyl,DF (Kuru Akışkan),6
SALDECO SC (İMAL),124 g/l Metalik bakıra eşdeğer bordo bulamacı,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KAUS WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
VOLTRAN (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AXİAL 050 EC (İTHAL),"50 g/l Pinoxaden + 12,5 g/l Cloquintocet-mexyl (Safener)",EC (Emülsiye Olabilen Konsantre),6
TRAXOS 050 EC (İTHAL),"25 g/l Clodinafop-propargyl + 25 g/l Pinoxaden + 6,25 g/l Cloquintocet-mexyl (safener)",EC (Emülsiye Olabilen Konsantre),6
WHEATER ™ 45 OD (İTHAL),45 g/l Pyroxsulam + 90 g/l Cloquintocet-mexyl (safener),OD (Yağda Dağılabilen),6
ADİTYA (İTHAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MİNNA (İTHAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
TEZULAM XL 035 FS (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
KORMİNEE 400 SC (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VEPCOPPER 50 WP (İMAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP (Islanabilir Toz),6
EFDAL BLUEGİB TABLET (İTHAL),1 g/tb Gibberellic Acid,TB (Tablet),6
TAN GÖZTAŞI (İMAL),%25 Metalik bakıra eşdeğer bakır sülfat,CR (Kristal),6
BORDOTAN 20 WP (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
ULTIO PRO SC 765 (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KAMOS (İMAL),250 g/l Pyraclostrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EMPRİN (İTHAL),%35 Metalaxyl,DS (Kuru Tohum İlacı),6
BORDOGEN 20 WP (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
INTEGRANIL (İMAL),500 g/l Pyridalyl,EC (Emülsiye Olabilen Konsantre),6
CYPLAN 500 EC (İTHAL),500 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
VENİTRO 100 SC (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KAPAR ORTERO (İMAL),1500 mg Methyl butenol +100 mg Cis-verbenol + 30 mg Ipsdienol/Dispenser + İskandinav Tipi Üç Hunili Tuzak,--- (-),6
HEKTAŞ AKTOR® (İMAL),500 g/l Imazalil,EC (Emülsiye Olabilen Konsantre),6
HEKTAŞ GAUSS (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CEPHEUS (İMAL),50 g/l Quizalofop-p-ethyl,"EW (Emülsiyon, Suda Yağ)",6
KORTE 50 WP (İMAL),%50 Propyzamide,WP (Islanabilir Toz),6
VERGASA ESTER (İMAL),"480 g/l 2,4-D asite eşdeğer Isooctylester",EC (Emülsiye Olabilen Konsantre),6
GENAGRO BOLİVAR 116 EC (İMAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
CROWN (İMAL),"480 g/l Bentazone + 22,4 g/l Imazamox",SL (Suda Çözünen Konsantre),6
PELE SC (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FORAX (İMAL),100 g/l Amidosulfuron + 25 g/l Iodosulfuron-methyl sodium + 250 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
FENSİN (İMAL),480 g/l Ethephon + 60 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MUZIC (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
MAHAAN (İTHAL),"%3,3 1-Methylcyclopropene",VP (Gaz Neşreden İlaç),6
UNISAFE (İTHAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BREAKER™ 240 SC (İTHAL),240 g/l Sulfoxaflor,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EXPERT TEAM WG (İMAL),"%39,75 Metalik bakıra eşdeğer bakır oksiklorid + %4,2 Cymoxanil",WG (Suda Dağılabilen Granül),6
KAARDON (İMAL),%50 Kresoxim-methyl,WG (Suda Dağılabilen Granül),6
YANKEE WG (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
KROSVE ® 80 WP (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
BURRSON (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
LAVİA (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
FONDET 4F (İMAL),480 g/l Oxyfluorfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS PIDABEN M (İMAL),250 g/l Bentazone + 125 g/l MCPA,SL (Suda Çözünen Konsantre),6
CEREX AMINE (İTHAL),"500 g/l 2,4-D asite eşdeğer dimethyl amin tuzu",SL (Suda Çözünen Konsantre),6
BALATON (İTHAL),50 g/l Quizalofop-p-ethyl,EC (Emülsiye Olabilen Konsantre),6
GENAGRO PATROL 62.5 WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
TRIANUM P (İTHAL),"Trichoderma harzianum Rifai Strain T22,1x10 üzeri 9 CFU/g",WG (Suda Dağılabilen Granül),6
DALLAS BORDO (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
EMESTO SILVER FS 118 (İTHAL),100 g/l Penflufen + 18 g/l Prothioconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
PARROT EC (İMAL),250 g/l Bupirimate,EC (Emülsiye Olabilen Konsantre),6
SOLIGOR ® EC 425 (İMAL),224 g/l Spiroxamine + 148 g/l Tebuconazole + 53 g/l Prothioconazole,EC (Emülsiye Olabilen Konsantre),6
KETRON (İMAL),%60 Bensulfuron-methyl,WG (Suda Dağılabilen Granül),6
CAMIGRO (İMAL),%50 Dicamba + %25 Tritosulfuron,WG (Suda Dağılabilen Granül),6
MANTRA (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
BREVİS (İTHAL),%15 Metamitron,SG (Suda Çözünen Granül),6
GALMANO FS 167 (İTHAL),167 g/l Fluquinconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
PAY GİBB (İMAL),20 g/l Gibberellic acid,SL (Suda Çözünen Konsantre),6
CHEVİTA 30 SC (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EMOAL (İTHAL),240 g/l Oxyfluorfen,EC (Emülsiye Olabilen Konsantre),6
HARVISTA ™ 1.3 SC (İTHAL),"17,15 g/l 1-Methylcyclopropene (1-MCP)",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS TIRAM FORTE (İMAL),%80 Thiram,WP (Islanabilir Toz),6
TRIPP 150 EC (İMAL),150 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
KARIA 20 WP (İMAL),%20 Tebufenpyrad,WP (Islanabilir Toz),6
FORNAKS (İTHAL),240 g/l Clethodim,EC (Emülsiye Olabilen Konsantre),6
POLYAS (İMAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
Kozagri (İMAL),720 g/l Ethephon,SL (Suda Çözünen Konsantre),6
HOCKEY XL 035 FS (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
HEKTAŞ LETO (İMAL),250 g/l Carfentrazone-ethyl,"EW (Emülsiyon, Suda Yağ)",6
HEKTAŞ GENESİSS (İMAL),200 g/l Carfentrazone-ethyl + 30 g/l Diuron,SE (Suspo-Emülsiyon),6
NANOCOP SC (İMAL),"357,5 g/l Metalik bakıra eşdeğer bakır oksiklorid",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MELİTHORİN 150 EC (İMAL),150 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
AMPREX (İMAL),"33,7 g/l Abamectin",EC (Emülsiye Olabilen Konsantre),6
FASCINATE (İTHAL),280 g/l Glufosinate-ammonium,SL (Suda Çözünen Konsantre),6
HEKTAŞ MESSOR® (İMAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
MERTECT® 230 SC (İTHAL),230 g/l Fludioxonil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ATLANTİS STAR WG 21.15 (İTHAL),"%4,5 Mesosulfuron-methyl + %2,25 Thiencarbazone-methyl + %0,9 Iodosulfuron-methyl-sodium + %13,5 Mefenpyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
SPARK (İTHAL),%50 Fenpyrazamine,WG (Suda Dağılabilen Granül),6
EFDAL MAGİCPRO (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
PANAROMA 45 EC (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
Genagro Sakai 450 CS (İTHAL),450 g/l Pendimethalin,CS (Kapsül Süspansiyon),6
ACS MOXRAM WG (İMAL),"%57 Metiram + %4,8 Cymoxanil",WG (Suda Dağılabilen Granül),6
KAPAR ZS (İMAL),"50 mg (1,7)-Dioxaspiro (5,5) undecane + 70 g Carbonic acid/ Disp. + Sarı Yapışkan Tuzak",--- (-),6
HEKTAŞ SARRİTOR (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
DIFERE (İTHAL),350 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS LEYZIR 48 SC (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CRANN M EW (İMAL),75 g/l Fenoxaprop-p-ethyl + 69 g/l Mefenpyr-diethyl (safener),"EW (Emülsiyon, Suda Yağ)",6
EMAGAREN (İTHAL),%80 Thiram,WP (Islanabilir Toz),6
CARNA M (İMAL),340 g/l MCPA + 80 g/l Dicamba,SL (Suda Çözünen Konsantre),6
NAVİGATOR (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SORTİMENTO (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SYPESTO (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
LAZARUS (İMAL),400 g/l Phosphorous Acid (mono ve di-potasyum tuzları),SL (Suda Çözünen Konsantre),6
BUJUVAL EC (İMAL),915 g/l S-Metolachlor + 45 g/l Benoxacor (safener),EC (Emülsiye Olabilen Konsantre),6
SALSA (İTHAL),%75 Ethametsulfuron methyl,WP (Islanabilir Toz),6
PİL-ZUGO (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EMAPLOR (İTHAL),%6 Metaldehyde,GB (Granül Yem),6
ONE TIME (İMAL),240 g/l Diflubenzuron + 120 g/l Lambda-cyhalothrin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
Genagro Gringo (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
Basetrio (İMAL),480 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CANSAHİDROKSİT 2 FLOWABLE (İMAL),"361,1 g/l Metalik bakıra eşdeğer bakır hidroksit",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BAROMBI 48 SL (İTHAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
DEMERES SC (İMAL),360 g/l Glyphosate asite eşdeğer Glyphosate Isopropylamin Tuzu + 30 g/l Oxyfluorfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SAMAND (İTHAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
CASTRA SC (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LUREM-TR (İTHAL),"2,9 g Methyl-isonicotinate + Mavi Yapışkan Tuzak",--- (-),6
ACS PROCOL SC (İMAL),500 g/l Dodine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FORMOSA (İTHAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
PROVOKE (İMAL),200 g/l Proquinazid,EC (Emülsiye Olabilen Konsantre),6
PARROW (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
OBLİX (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
Laguun 350 SC (İMAL),350 g/l Metribuzin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEBUT® (İTHAL),%50 Triflusulfuron-methyl,WG (Suda Dağılabilen Granül),6
DECCOZOX (İTHAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LUMPEN 10 EC (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
KINGSLEY 750 SG (İTHAL),%60 Dicamba + %15 Nicosulfuron,SG (Suda Çözünen Granül),6
ONEXON SL (İTHAL),200 g/l Diquat dibromide,SL (Suda Çözünen Konsantre),6
FIST GOLD (İTHAL),450 g/l Pendimethalin,CS (Kapsül Süspansiyon),6
FIADO (İTHAL),375 g/l Fluazinam + 150 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RANİDAP (İMAL),441 g/l Glyphosate Potasyum Tuzu,SL (Suda Çözünen Konsantre),6
EFDAL OKSİMET 240 SC (İMAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HAGAX (İTHAL),%14 Metalik bakıra eşdeğer bakır hidroksit + %14 Metalik bakıra eşdeğer bakır oksiklorid,WG (Suda Dağılabilen Granül),6
BLOVE (İMAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
FORDUS (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MORDICUS 500 SC (İTHAL),500 g/l Dimethomorph,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KORFORAM ® EC (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",EC (Emülsiye Olabilen Konsantre),6
VIXEN (İMAL),"%25,2 Boscalid + %12,8 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
KORCAMBA ® 75 WG (İMAL),%50 Dicamba + %25 Tritosulfuron,WG (Suda Dağılabilen Granül),6
BESTUTAX (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GENAGRO CASSANDRA WG (İMAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
CLAP M (İMAL),340 g/l MCPA + 80 g/l Dicamba,SL (Suda Çözünen Konsantre),6
ENTER 200 SL (İMAL),200 g/l Glufosinate-ammonium tuzu,SL (Suda Çözünen Konsantre),6
LASTHIT %5 EW (İMAL),"51,3 g/l Cyflufenamid","EW (Emülsiyon, Suda Yağ)",6
NOVADAX 36 SL (İMAL),360 g/l Hymexazole,SL (Suda Çözünen Konsantre),6
FLAŞÖR (İMAL),"%25,2 Boscalid + %12,8 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
FENOTAN 240 SC (İTHAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AZOSTAR 320 SC (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ASTRIS GOLD 200 SC (İTHAL),100 g/l Lambda-cyhalothrin + 100 g/l Lufenuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AZOTE 320 SC (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EMERMEC (İTHAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
ROTABENT (İTHAL),510 g/l Metam potassium,SL (Suda Çözünen Konsantre),6
PRO-ABDİL (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FORAXON (İTHAL),50 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
GENAGRO ROMELL 80 WDG (İTHAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
MASTERGOLD ® (İMAL),"65,82 g/l Metalik bakıra eşdeğer bakır sülfat",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AMBİANO 48 SC (İMAL),480 g/l Diflubenzuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EMSON (İTHAL),"%46,1 Prochloraz",WP (Islanabilir Toz),6
MATRİTES (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
HESTİVAS ESTER 48 EC (İMAL),"480 g/l 2,4-D asite eşdeğer Isooctylester",EC (Emülsiye Olabilen Konsantre),6
GENAGRO SYGON 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CYTOWIN 5 EC (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
ROTRAZON 240 SC (İTHAL),160 g/l Tebuconazole + 80 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SCABBY 240 SC (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TRİPSOL (İTHAL),"22,5 g/l Acrinathrin + 12,6 g/l Abamectin","EW (Emülsiyon, Suda Yağ)",6
ACS MAXSULPHUR 80 WG (İTHAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
ARSELİT 100 EC (İTHAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
TACZOATE SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
COLONISE SC (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EQUITY SÜPER WG 61 (İMAL),%30 Foramsulfuron + %1 Iodosulfuron methyl-sodium + %30 Isoxadifen-ethyl (safener),WG (Suda Dağılabilen Granül),6
SCOROLLAN 240 SC (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HEKTAŞ TESLA (İMAL),30 g/l Mesosulfuron methyl + 6 g/l Iodosulfuron-methyl-sodium + 90 g/l Mefenpyr diethyl (safener),OD (Yağda Dağılabilen),6
KORFOSAT PREMİUM (İMAL),360 g/l Glyphosate asite eşdeğer Glyphosate Diammonium Tuzu,SL (Suda Çözünen Konsantre),6
UPHOLD 360™ SC (İTHAL),300 g/l Methoxyfenozide + 60 g/l Spinetoram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TENLONTER 25 EC (İMAL),250 g/l Flurochloridone,EC (Emülsiye Olabilen Konsantre),6
STMELL (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RITA 400 (İMAL),400 g/l Phosphorous Acid (mono ve di-potasyum tuzları),SL (Suda Çözünen Konsantre),6
AFOROZ 40 SL (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
PARSAGRA (İMAL),500 g/l MCPA + 40 g/l Carfentrazone,SL (Suda Çözünen Konsantre),6
KELT WG 85 (İTHAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
INTRACEPT (İMAL),240 g/l Metaflumizone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
